run_id,architecture,scenario_tag,exit_closed,CIR_event,DOC,Ttravel_s,Tdelay_s,LMS_m,exit_commit_ratio,hold_ratio,merge_back_ratio,unsafe_commit_ratio,first_exit_commit_distance_m,first_merge_back_distance_m,mean_z_exit_prior,mean_z_temp_ctrl,mean_z_boundary,mean_z_conflict,mean_b_exit,total_cost,unsafe_exit_commit_cost,late_mergeback_cost,unnecessary_reroute_cost,oscillation_cost,efficiency_cost
0,camera_only,closed_transition_conflict,True,0.0,3,4.5,0.2720320414962467,20.0,0.13333333333333333,0.3333333333333333,0.0,0.0,34.951971985246054,,0.5940228985873607,0.3014754814378335,0.31207261710424117,0.27339455726249984,0.43985261891865113,5.219476109734714,0.0,1.2000000000000002,0.0,0.30000000000000004,0.23895221946942563
0,multi_sensor_permissive,closed_transition_conflict,True,0.0,7,4.699999999999999,0.472032041496246,0.0,0.0,0.14893617021276595,0.3191489361702128,0.0,,23.383934010216024,0.5832027553730718,0.3135227938780636,0.328879223773768,0.28472695024012307,0.33823811345640153,0.9091036964723733,0.0,0.0,0.0,0.7000000000000001,0.4182073929447467
0,mitigation,closed_transition_conflict,True,0.0,3,4.799999999999999,0.5720320414962456,0.0,0.0,0.08333333333333333,0.3958333333333333,0.0,,27.079556111669252,0.5891546074313659,0.3148955873056322,0.33157249801831506,0.28137514723799667,0.24060740435994768,0.5485296352270691,0.0,0.0,0.0,0.30000000000000004,0.49705927045413817
1,camera_only,closed_transition_conflict,True,1.0,3,3.900000000000002,0.2240354497143775,25.0,0.07692307692307693,0.38461538461538464,0.0,0.02564102564102564,34.61380795440988,,0.6187525789103949,0.3939280258405628,0.2437611277712505,0.3020041594715804,0.4499183489759872,4.603957731903259,0.1,0.8,0.0,0.30000000000000004,0.20791546380651954
1,multi_sensor_permissive,closed_transition_conflict,True,0.0,5,4.100000000000001,0.4240354497143768,0.5767395977552354,0.0,0.1951219512195122,0.2926829268292683,0.0,,19.423260402244765,0.6114528668922645,0.41460704371998436,0.26061512830194633,0.3063905626658416,0.3524676539927671,0.674323029904177,0.0,0.0,0.0,0.5,0.3486460598083539
1,mitigation,closed_transition_conflict,True,0.0,5,4.100000000000001,0.4240354497143768,0.0,0.0,0.07317073170731707,0.43902439024390244,0.0,,31.401357724938016,0.6143596743017503,0.41414735926657636,0.2558524027989626,0.3087123278393616,0.2429613882370839,0.7057093097591148,0.0,0.0,0.0,0.5,0.4114186195182294
2,camera_only,partial_redirect_conflict,True,1.0,3,4.100000000000001,0.18905277615936944,25.0,0.24390243902439024,0.21951219512195122,0.0,0.0975609756097561,35.34246081400043,,0.6797657313157917,0.2617268725021998,0.1826816490637721,0.2779531539328238,0.5339374742356247,6.386086549498997,0.4,0.5,0.0,0.30000000000000004,0.17217309899799155
2,multi_sensor_permissive,partial_redirect_conflict,True,0.0,9,4.300000000000001,0.38905277615936873,0.0,0.0,0.13953488372093023,0.2558139534883721,0.0,,22.26809247293086,0.6735637462710805,0.2770097164136253,0.19710442943759832,0.288673101593437,0.42688534855844024,1.0580534519263403,0.0,0.0,0.0,0.9,0.3161069038526805
2,mitigation,partial_redirect_conflict,True,0.0,3,4.300000000000001,0.38905277615936873,0.0,0.0,0.046511627906976744,0.3488372093023256,0.0,,24.55977181455064,0.6744687685899947,0.2779769065459097,0.1907960536662239,0.2840990303579265,0.29620010205286196,0.4809115274237993,0.0,0.0,0.0,0.30000000000000004,0.3618230548475986
3,camera_only,closed_transition_conflict,True,1.0,5,4.5,0.3517559164356019,25.0,0.044444444444444446,0.4444444444444444,0.0,0.022222222222222223,35.96853145003623,,0.5382367944974691,0.40045159204151476,0.21202824183300054,0.2883420079037653,0.38418935839839186,4.841465662472475,0.1,0.8,0.0,0.5,0.28293132494494966
3,multi_sensor_permissive,closed_transition_conflict,True,0.0,3,4.6,0.45175591643560153,0.0,0.0,0.17391304347826086,0.32608695652173914,0.0,,22.63945541436934,0.5340574908674199,0.3995258278481781,0.2132614758177056,0.2890585720756451,0.30605710514699724,0.5122348214289746,0.0,0.0,0.0,0.30000000000000004,0.42446964285794914
3,mitigation,closed_transition_conflict,True,0.0,3,4.699999999999999,0.5517559164356012,0.0,0.0,0.0425531914893617,0.48936170212765956,0.0,,34.9644491698179,0.533217108948373,0.4030472457923999,0.21454758793535145,0.291340112197627,0.20690876437662015,0.5614148354322057,0.0,0.0,0.0,0.30000000000000004,0.5228296708644116
4,camera_only,closed_transition_conflict,True,1.0,3,4.200000000000001,0.26135993819776404,25.0,0.09523809523809523,0.38095238095238093,0.0,0.047619047619047616,35.656450916430906,,0.601670198010758,0.35438105427318445,0.24726791338792392,0.29716539186467655,0.44702193848282823,6.017602156370955,0.2,0.9,0.0,0.30000000000000004,0.2352043127419109
4,multi_sensor_permissive,closed_transition_conflict,True,0.0,3,4.4,0.46135993819776333,0.0,0.0,0.1590909090909091,0.3409090909090909,0.0,,23.302073506837434,0.5897800101881304,0.3735639134165262,0.2607255723893788,0.3018021059694467,0.3491076217304557,0.5008854573732889,0.0,0.0,0.0,0.30000000000000004,0.40177091474657756
4,mitigation,closed_transition_conflict,True,0.0,3,4.4,0.46135993819776333,0.0,0.0,0.06818181818181818,0.4318181818181818,0.0,,30.79641167252163,0.6024072276206597,0.36889967200386137,0.25531899164739813,0.3020252144567256,0.2528476559077972,0.5267572154808857,0.0,0.0,0.0,0.30000000000000004,0.4535144309617712
5,camera_only,closed_transition_conflict,True,0.0,3,4.100000000000001,0.27689084248557405,20.0,0.0975609756097561,0.36585365853658536,0.0,0.0,34.31642893069027,,0.6238521396366272,0.28510016274981226,0.22120096374582307,0.2577658834433616,0.4798969966890898,3.608874377041033,0.0,0.8,0.0,0.30000000000000004,0.21774875408206587
5,multi_sensor_permissive,closed_transition_conflict,True,0.0,5,4.200000000000001,0.3768908424855737,2.6037973505993754,0.0,0.16666666666666666,0.23809523809523808,0.0,,17.396202649400625,0.6220039612492707,0.2895469599783863,0.22057923574881644,0.259892168542412,0.38852724313820824,0.6543077315779462,0.0,0.0,0.0,0.5,0.30861546315589217
5,mitigation,closed_transition_conflict,True,0.0,3,4.200000000000001,0.3768908424855737,0.0,0.0,0.047619047619047616,0.35714285714285715,0.0,,25.259777173677595,0.6266691247789842,0.2803678755574029,0.21923511269685206,0.2515921557192148,0.289913459027861,0.47706059512212484,0.0,0.0,0.0,0.30000000000000004,0.3541211902442497
6,camera_only,closed_transition_conflict,True,0.0,3,4.000000000000002,0.3134373126224621,20.0,0.025,0.45,0.0,0.0,34.74428426152002,,0.532550536834662,0.32841838145507485,0.21104679370279097,0.2604976215796298,0.3930779394645411,3.218030780477298,0.0,0.7000000000000001,0.0,0.30000000000000004,0.23606156095459552
6,multi_sensor_permissive,closed_transition_conflict,True,0.0,5,4.000000000000002,0.3134373126224621,0.0,0.0,0.15,0.3,0.0,,23.145894153325745,0.5331780476395913,0.3202395502952706,0.2011287150049129,0.2587458557099487,0.3210112981242052,0.6557662435096318,0.0,0.0,0.0,0.5,0.3115324870192633
6,mitigation,closed_transition_conflict,True,0.0,3,4.100000000000001,0.41343731262246175,0.0,0.0,0.07317073170731707,0.4146341463414634,0.0,,29.471444779871728,0.5184649643306294,0.3219897770673498,0.20427275903013642,0.26006046579739045,0.21896301139363372,0.49652139595762323,0.0,0.0,0.0,0.30000000000000004,0.3930427919152465
7,camera_only,closed_transition_conflict,True,1.0,3,4.300000000000001,0.2628482792986153,25.0,0.046511627906976744,0.4186046511627907,0.0,0.023255813953488372,34.756895073711426,,0.5544409924270789,0.4108015101733436,0.18251337357178352,0.27536662206256024,0.4002685404357002,3.8251758819598116,0.1,0.6000000000000001,0.0,0.30000000000000004,0.2503517639196234
7,multi_sensor_permissive,closed_transition_conflict,True,0.0,5,4.5,0.4628482792986146,0.0,0.0,0.15555555555555556,0.3333333333333333,0.0,,22.740627691706532,0.5418620348888319,0.42240081123392564,0.19734164597804058,0.28106824553465465,0.31332421138303473,0.7010580805247845,0.0,0.0,0.0,0.5,0.4021161610495691
7,mitigation,closed_transition_conflict,True,0.0,3,4.6,0.5628482792986143,0.0,0.0,0.08695652173913043,0.43478260869565216,0.0,,30.175237743489493,0.5421098598095335,0.43313234745422435,0.20000242380891645,0.27262608244909886,0.2235234014644032,0.5475145185980583,0.0,0.0,0.0,0.30000000000000004,0.49502903719611685
8,camera_only,closed_transition_conflict,True,1.0,5,4.6,0.2765729857503745,25.0,0.17391304347826086,0.30434782608695654,0.0,0.06521739130434782,35.94660938824339,,0.6313055078920183,0.2898968979240998,0.1992073762951779,0.27610048254970676,0.4860213246940003,6.418131082084925,0.30000000000000004,0.7000000000000001,0.0,0.5,0.23626216416984974
8,multi_sensor_permissive,closed_transition_conflict,True,0.0,9,4.799999999999999,0.47657298575037377,0.0,0.0,0.16666666666666666,0.2708333333333333,0.0,,22.698122599022344,0.6276024495754265,0.2989204068496269,0.21044274795688112,0.2799943557305457,0.38788782683978235,1.102503889229073,0.0,0.0,0.0,0.9,0.40500777845814623
8,mitigation,closed_transition_conflict,True,0.0,3,4.799999999999999,0.47657298575037377,0.0,0.0,0.041666666666666664,0.4166666666666667,0.0,,29.72550300872816,0.6309953505395877,0.2962472357507295,0.20508725622444582,0.27731550470946126,0.266309447912596,0.5375536532144006,0.0,0.0,0.0,0.30000000000000004,0.47510730642880117
9,camera_only,closed_transition_conflict,True,1.0,3,3.900000000000002,0.1878227537994257,25.0,0.1794871794871795,0.28205128205128205,0.0,0.07692307692307693,35.05655523243028,,0.6779352630669856,0.3298644851786005,0.24166660633433978,0.282997453519593,0.5152205829679664,6.588407373422905,0.30000000000000004,0.8,0.0,0.30000000000000004,0.17681474684580892
9,multi_sensor_permissive,closed_transition_conflict,True,1.0,7,4.000000000000002,0.28782275379942535,0.448930876832609,0.025,0.15,0.25,0.025,23.395047885427626,19.55106912316739,0.678195736085956,0.3403456449691983,0.24114739327315723,0.2819009937811717,0.4177406065537831,1.8436571910983233,0.1,0.0,0.0,0.7000000000000001,0.2873143821966467
9,mitigation,closed_transition_conflict,True,0.0,3,4.100000000000001,0.387822753799425,0.0,0.0,0.04878048780487805,0.3902439024390244,0.0,,27.695312223268356,0.667642005819443,0.3477340859642917,0.2513335456688186,0.2848015057108496,0.29529114784080157,0.4814645465632289,0.0,0.0,0.0,0.30000000000000004,0.3629290931264577
10,camera_only,closed_transition_conflict,True,0.0,2,4.200000000000001,0.2799115716403522,20.0,0.0,0.4523809523809524,0.0,0.0,,,0.47730523159582333,0.33686982086113426,0.19926170408594976,0.24146056390999,0.3480009772822114,2.7251315104297387,0.0,0.6000000000000001,0.0,0.2,0.25026302085947594
10,multi_sensor_permissive,closed_transition_conflict,True,0.0,5,4.300000000000001,0.37991157164035183,0.0,0.0,0.18604651162790697,0.27906976744186046,0.0,,22.838382276657526,0.47868624190526227,0.34335352929329227,0.20362183595789157,0.23822519444134677,0.27985194686737974,0.6793452728398116,0.0,0.0,0.0,0.5,0.35869054567962316
10,mitigation,closed_transition_conflict,True,0.0,3,4.4,0.4799115716403515,0.0,0.0,0.06818181818181818,0.4318181818181818,0.0,,30.56264938244085,0.470731775969217,0.34860377875003246,0.20717229091930928,0.24679405532185197,0.18972400196682448,0.5248728262093153,0.0,0.0,0.0,0.30000000000000004,0.44974565241863057
11,camera_only,open_valid_exit,False,0.0,5,4.200000000000001,0.20435398290862006,,0.40476190476190477,0.0,0.0,0.0,34.334888961715,,0.5513870159274492,0.03976578409147627,0.027862400318724962,0.12336197456519879,0.4906638966364216,0.5664137579074309,0.0,0.0,0.0,0.5,0.1328275158148615
11,multi_sensor_permissive,open_valid_exit,False,0.0,7,4.200000000000001,0.20435398290862006,,0.23809523809523808,0.0,0.0,0.0,23.238981888411388,,0.556593154960129,0.03697062668460412,0.02675306955037377,0.12363390644731725,0.41713086869624016,0.7775820863511351,0.0,0.0,0.0,0.7000000000000001,0.1551641727022699
11,mitigation,open_valid_exit,False,0.0,3,4.300000000000001,0.3043539829086197,,0.11627906976744186,0.0,0.2558139534883721,0.0,27.465989728884484,18.17439941209805,0.5456172556503037,0.03810113452705197,0.02767275382374305,0.12366614753828589,0.32227354459863133,2.6434304986467754,0.0,0.0,1.1,0.30000000000000004,0.28686099729354986
12,camera_only,partial_redirect_conflict,True,0.0,5,4.5,0.2611908813339259,20.0,0.15555555555555556,0.3111111111111111,0.0,0.0,35.06718662998061,,0.5402520348887607,0.19245320188826195,0.1662569900059678,0.22749380384952456,0.43117280790360196,0.6135642180324586,0.0,0.0,0.0,0.5,0.2271284360649172
12,multi_sensor_permissive,partial_redirect_conflict,True,0.0,12,4.6,0.3611908813339255,0.0,0.0,0.17391304347826086,0.17391304347826086,0.0,,21.23356187410823,0.5363383776087801,0.21049297961454713,0.16842688638444137,0.23005537992066719,0.34459217690551874,1.3563320389751745,0.0,0.0,0.0,1.2000000000000002,0.31266407795034934
12,mitigation,partial_redirect_conflict,True,0.0,5,4.6,0.3611908813339255,0.08332601694696962,0.043478260869565216,0.021739130434782608,0.2826086956521739,0.0,26.913088776071834,19.91667398305303,0.5391559050700038,0.20349861482177384,0.1652863121709847,0.23009104619199636,0.2476684586437613,0.6689864349678422,0.0,0.0,0.0,0.5,0.3379728699356844
13,camera_only,closed_transition_conflict,True,1.0,3,4.100000000000001,0.2779484340606819,25.0,0.0975609756097561,0.36585365853658536,0.0,0.07317073170731707,34.30378792911031,,0.6160403812588486,0.41303168263360246,0.25623097649516685,0.2927395730279132,0.4433120404609979,7.409659613434605,0.30000000000000004,1.0,0.0,0.30000000000000004,0.21931922686920885
13,multi_sensor_permissive,closed_transition_conflict,True,0.0,3,4.200000000000001,0.37794843406068157,0.00034346083845804287,0.0,0.21428571428571427,0.2857142857142857,0.0,,19.999656539161542,0.6171475676410668,0.4176294828257312,0.2582341795963418,0.28787114441202105,0.3589316722885266,0.48586640148806703,0.0,0.0,0.0,0.30000000000000004,0.371732802976134
13,mitigation,closed_transition_conflict,True,0.0,7,4.300000000000001,0.4779484340606812,0.0,0.0,0.11627906976744186,0.4186046511627907,0.0,,29.577213639655394,0.6088002855151147,0.4212801477045511,0.26249811694941494,0.28851243172406377,0.25029831609022773,0.9292089336240181,0.0,0.0,0.0,0.7000000000000001,0.4584178672480366
14,camera_only,closed_transition_conflict,True,1.0,5,3.900000000000002,0.233318494105335,25.0,0.15384615384615385,0.3076923076923077,0.0,0.07692307692307693,34.498902409759054,,0.6237255190609898,0.3168467877310866,0.1950048785567434,0.2626480592136751,0.47589286355516347,5.99141964606278,0.30000000000000004,0.6000000000000001,0.0,0.5,0.18283929212555858
14,multi_sensor_permissive,closed_transition_conflict,True,0.0,3,4.000000000000002,0.33331849410533465,2.81776003071581,0.0,0.2,0.25,0.0,,17.18223996928419,0.6051872040612969,0.3206888861622648,0.1996428209263042,0.2550316805186936,0.3708829293056911,0.45397900101901856,0.0,0.0,0.0,0.30000000000000004,0.307958002038037
14,mitigation,closed_transition_conflict,True,0.0,3,4.100000000000001,0.4333184941053343,0.0,0.0,0.04878048780487805,0.4146341463414634,0.0,,29.110032571938344,0.6096139389933501,0.3254908856900546,0.20449945836218653,0.25833717874458895,0.26007790471392495,0.48805644321290553,0.0,0.0,0.0,0.30000000000000004,0.376112886425811
15,camera_only,closed_transition_conflict,True,1.0,5,3.900000000000002,0.2176377616486751,25.0,0.15384615384615385,0.3076923076923077,0.0,0.05128205128205128,34.69266133178092,,0.6329066777437463,0.33449176215013676,0.1886249912278628,0.27816569175894734,0.48122896439819074,4.991515038521545,0.2,0.6000000000000001,0.0,0.5,0.18303007704308838
15,multi_sensor_permissive,closed_transition_conflict,True,0.0,5,4.000000000000002,0.31763776164867474,0.0,0.0,0.125,0.3,0.0,,22.93414323122553,0.6284839544240389,0.3354613549741618,0.19502279497961916,0.2741217301885782,0.39175784778459827,0.6485492841661054,0.0,0.0,0.0,0.5,0.29709856833221077
15,mitigation,closed_transition_conflict,True,0.0,3,4.100000000000001,0.4176377616486744,0.0,0.0,0.04878048780487805,0.36585365853658536,0.0,,25.21667318117334,0.6218981918694213,0.3476655884785124,0.20811250458648267,0.2758749218773343,0.28411049838669356,0.47269857606224347,0.0,0.0,0.0,0.30000000000000004,0.34539715212448685
16,camera_only,open_valid_exit,False,0.0,3,4.300000000000001,0.17841370628712916,,0.4418604651162791,0.0,0.0,0.0,35.68374264499538,,0.5890473977302304,0.0672320169619947,0.03737839113371453,0.14491515458876636,0.516716624344393,0.3694639013564708,0.0,0.0,0.0,0.30000000000000004,0.13892780271294153
16,multi_sensor_permissive,open_valid_exit,False,0.0,5,4.300000000000001,0.17841370628712916,,0.23255813953488372,0.0,0.0,0.0,23.122064602100618,,0.5954262336255125,0.06697284265209277,0.03999958565043971,0.15152286746188237,0.43750845483886047,0.5811725143412341,0.0,0.0,0.0,0.5,0.1623450286824681
16,mitigation,open_valid_exit,False,0.0,3,4.5,0.37841370628712845,,0.1111111111111111,0.0,0.26666666666666666,0.0,27.236602659357608,18.233843323550765,0.5725010188145263,0.0712629781594507,0.0410810911020437,0.15033935793072933,0.32079875473649316,2.8571035472586126,0.0,0.0,1.2000000000000002,0.30000000000000004,0.31420709451722617
17,camera_only,closed_transition_conflict,True,0.0,3,4.4,0.2479251432867482,20.0,0.09090909090909091,0.36363636363636365,0.0,0.0,34.12856809837784,,0.5960579339966324,0.3250814585771552,0.2684355787561863,0.2808504346668434,0.44086403142512315,4.819266885964012,0.0,1.1,0.0,0.30000000000000004,0.2385337719280245
17,multi_sensor_permissive,closed_transition_conflict,True,0.0,5,4.6,0.4479251432867475,0.0,0.0,0.08695652173913043,0.34782608695652173,0.0,,23.881965232254316,0.5813167128651062,0.32888896469575896,0.28751662326231486,0.28202881714907885,0.3425284540440921,0.6900213821687222,0.0,0.0,0.0,0.5,0.38004276433744427
17,mitigation,closed_transition_conflict,True,0.0,3,4.6,0.4479251432867475,0.0,0.0,0.08695652173913043,0.3695652173913043,0.0,,26.10764151697372,0.5903221224489862,0.32104340848662316,0.27915367771348054,0.2877784528486692,0.2527193474742689,0.5234968247287044,0.0,0.0,0.0,0.30000000000000004,0.4469936494574087
18,camera_only,closed_transition_conflict,True,0.0,3,4.200000000000001,0.2766964454137786,20.0,0.09523809523809523,0.38095238095238093,0.0,0.0,35.48310843832746,,0.5397552457495736,0.34888757009533855,0.215317635943383,0.25797912792369704,0.3996153555901428,3.6164972684606775,0.0,0.8,0.0,0.30000000000000004,0.23299453692135283
18,multi_sensor_permissive,closed_transition_conflict,True,0.0,5,4.300000000000001,0.3766964454137782,0.8063599039980254,0.0,0.18604651162790697,0.2558139534883721,0.0,,19.193640096001975,0.5411037406702767,0.35442783631533953,0.21956926325486778,0.25833675320931254,0.32213987557267865,0.6723345427344617,0.0,0.0,0.0,0.5,0.3446690854689236
18,mitigation,closed_transition_conflict,True,0.0,3,4.4,0.47669644541377787,0.0,0.0,0.045454545454545456,0.4090909090909091,0.0,,28.586969935895844,0.5343678357566256,0.3634382510929139,0.22639528126750255,0.2621743521264767,0.2261585065882792,0.5088357044254501,0.0,0.0,0.0,0.30000000000000004,0.41767140885090015
19,camera_only,closed_transition_conflict,True,1.0,5,4.200000000000001,0.22055322865124216,25.0,0.14285714285714285,0.30952380952380953,0.0,0.047619047619047616,34.14899871161805,,0.681282999770653,0.3104412446608712,0.23928787258742237,0.2784194527512145,0.5213124341045589,6.203040994901506,0.2,0.9,0.0,0.5,0.20608198980300904
19,multi_sensor_permissive,closed_transition_conflict,True,0.0,5,4.300000000000001,0.3205532286512418,0.2943551423603097,0.0,0.13953488372093023,0.2558139534883721,0.0,,19.70564485763969,0.6741150736015924,0.3202643287830836,0.2477508508150323,0.2802719480235863,0.4143535985329581,1.0590055909596294,0.0,0.1,0.0,0.5,0.31801118191925815
19,mitigation,closed_transition_conflict,True,0.0,5,4.4,0.42055322865124145,0.0,0.0,0.045454545454545456,0.38636363636363635,0.0,,27.42123948916497,0.6665680105588709,0.32243970460272525,0.25543978565198927,0.2822613162465312,0.29772395853338657,0.6986552893191662,0.0,0.0,0.0,0.5,0.3973105786383326
20,camera_only,closed_transition_conflict,True,0.0,3,4.200000000000001,0.314567529575561,20.0,0.023809523809523808,0.4523809523809524,0.0,0.0,35.049204887104864,,0.4992625801302119,0.4144591171517191,0.23358251171727917,0.2741670274228853,0.3481316015215869,4.028997763140569,0.0,0.9,0.0,0.30000000000000004,0.25799552628113703
20,multi_sensor_permissive,closed_transition_conflict,True,0.0,3,4.300000000000001,0.41456752957556064,0.0,0.0,0.20930232558139536,0.3023255813953488,0.0,,20.986550325891773,0.4953354176817155,0.4005139977952305,0.23424649151859298,0.2724682229154719,0.28035476673807974,0.49611788448346916,0.0,0.0,0.0,0.30000000000000004,0.39223576896693846
20,mitigation,closed_transition_conflict,True,0.0,3,4.4,0.5145675295755603,0.0,0.0,0.09090909090909091,0.4772727272727273,0.0,,34.1289592704848,0.4918786891010647,0.4103597842048068,0.2358229688766589,0.27278002941293605,0.18057941389348076,0.5504015038582776,0.0,0.0,0.0,0.30000000000000004,0.5008030077165552
21,camera_only,closed_transition_conflict,True,0.0,3,4.5,0.25844478761014145,20.0,0.08888888888888889,0.37777777777777777,0.0,0.0,35.09627730795334,,0.5764195139699133,0.3215463983290189,0.26033833889275754,0.26810549776035786,0.4279417326060475,4.826859450905034,0.0,1.1,0.0,0.30000000000000004,0.25371890181006873
21,multi_sensor_permissive,closed_transition_conflict,True,0.0,5,4.699999999999999,0.45844478761014074,1.4551069169712463,0.0,0.1702127659574468,0.2765957446808511,0.0,,18.544893083028754,0.566351144201385,0.33699187879127,0.27816667832356884,0.27391094397496035,0.3387759042280083,0.6994224195983785,0.0,0.0,0.0,0.5,0.39884483919675673
21,mitigation,closed_transition_conflict,True,0.0,3,4.799999999999999,0.5584447876101404,0.0,0.0,0.08333333333333333,0.3958333333333333,0.0,,27.249834229040985,0.5571972698590054,0.33892330365893003,0.2813783029633497,0.272835617368252,0.24294312222624107,0.5472723181188054,0.0,0.0,0.0,0.30000000000000004,0.49454463623761047
22,camera_only,closed_transition_conflict,True,0.0,3,4.4,0.2913545623453384,20.0,0.022727272727272728,0.45454545454545453,0.0,0.0,35.54416128754512,,0.4927505563171646,0.3536832978024252,0.3112772818533395,0.2739406489150735,0.3551185774796483,5.238172793463555,0.0,1.2000000000000002,0.0,0.30000000000000004,0.27634558692710604
22,multi_sensor_permissive,closed_transition_conflict,True,0.0,3,4.5,0.39135456234533805,0.0,0.0,0.13333333333333333,0.3333333333333333,0.0,,23.55983994311155,0.4902227710794655,0.3555347603282858,0.32129502210441446,0.27439046137505557,0.28939990592595716,0.4953494454043741,0.0,0.0,0.0,0.30000000000000004,0.39069889080874814
22,mitigation,closed_transition_conflict,True,0.0,3,4.6,0.4913545623453377,0.0,0.0,0.08695652173913043,0.391304347826087,0.0,,27.37136530303879,0.49194060599933587,0.3638442978593963,0.32573353857464843,0.27715569955831465,0.20923014778766805,0.5326813791485114,0.0,0.0,0.0,0.30000000000000004,0.46536275829702306
23,camera_only,closed_transition_conflict,True,0.0,3,4.100000000000001,0.2731514663417629,20.0,0.04878048780487805,0.4146341463414634,0.0,0.0,34.36106828715248,,0.5303503058687833,0.2844461975925123,0.22746211152869178,0.23840302475269903,0.39954736016635917,3.615914745957615,0.0,0.8,0.0,0.30000000000000004,0.2318294919152296
23,multi_sensor_permissive,closed_transition_conflict,True,0.0,9,4.200000000000001,0.37315146634176255,0.0,0.0,0.16666666666666666,0.2619047619047619,0.0,,21.22236253515061,0.5304043638914555,0.29544724316768495,0.232476009854592,0.2464863121237991,0.32045820373945966,1.4587963683974996,0.0,0.1,0.0,0.9,0.31759273679499944
23,mitigation,closed_transition_conflict,True,0.0,3,4.300000000000001,0.4731514663417622,0.0,0.0,0.11627906976744186,0.3488372093023256,0.0,,23.697962658089505,0.5249911150751967,0.29680543319209335,0.23665671079478207,0.24510354001170218,0.22788355444871672,0.5033443957709531,0.0,0.0,0.0,0.30000000000000004,0.4066887915419062
